product_id,seller_id,title,current_price,was_price,location,image_url,image_path,product_url,tags,description,details_json,state,desirability,photo_appeal,issues,desc_match,new_price,sell_price,offer_price,full_caption
7817275310140,6648039538748,,"₪1,450","₪1,600",באר שבע,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010180_20241009073642_large.jpg?v=1728448615,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010180_20241009073642_large.jpg?v=1728448615,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/אופניי-כביש-14,,"אופניים חדשים לגמרי!!! סינגל ספיד 
מידה 700/23 . שילדה L . 
מתאים לגובה 1.70 עד 1.90 
האופניים היו בשימוש פעמים בודדות 
גמיש במחיר. לא להתקשר בשבת!!!","{""מצב המוצר"": ""כמו חדש"", ""יצרן"": ""Trek - טרק"", ""ישוב"": ""באר שבע"", ""קטגוריה"": ""אופניים (לא חשמלי)""}",9,7,8,"minor pedal wear, missing front brake, very basic pedals, slight handlebar misalignment",10,2200,1200,800,"9  
7  
8  
minor pedal wear, missing front brake, very basic pedals, slight handlebar misalignment  
10  
2200  
1200  
800"
7981090439228,6929272602684,,"₪1,000",,אשקלון,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010516_20250506081413_large.jpg?v=1746508468,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010516_20250506081413_large.jpg?v=1746508468,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/falcon-10a,,קורקינט חשמלית חדשה לגמרי כולל איכותית מנעול חזק  מטען מקורי ותיק נשיאה נוח הכל כלול במחיר אחד פשוט לקחת ולנסוע נמכרת רק בגלל שקיבלתי מתנה דומה ואין לי צורך בשתיים הזדמנות מעולה למי שמחפש להתחיל לרכב בלי לדאוג לכלום גמיש במחיר לרציניים,"{""מצב המוצר"": ""כמו חדש"", ""יצרן"": ""Falcon"", ""עוצמת סוללה"": ""36v"", ""מתקפל"": ""כן"", ""ייעוד המוצר"": ""רגיל"", ""סוג כלי"": ""קורקינט"", ""ישוב"": ""אשקלון"", ""קטגוריה"": ""קורקינטים חשמליים""}",9,8,8,none visible,10,2000-2500,1600,700,"9  
8  
8  
none visible  
10  
2000-2500  
1600  
700"
7893929197628,6783759843388,,"₪1,800","₪2,500",גבעתיים,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/image-y2_0pa_010583_20250101002341_large.jpg?v=1735683858,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/image-y2_0pa_010583_20250101002341_large.jpg?v=1735683858,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/אופניים-g2a6bd4fb,,"מצב ממש חדש בקושי שנסעו בנוסף יש כסא לילד תיקני
 איסוף מגבעתיים","{""מצב המוצר"": ""כמו חדש"", ""סוג אופניים"": ""אופני הרים/שטח"", ""יצרן"": ""Merida - מרידה"", ""מיועד עבור"": ""יוניסקס"", ""וינטג'"": ""לא"", ""ישוב"": ""גבעתיים"", ""קטגוריה"": ""אופניים (לא חשמלי)""}",7,7,5,"dirty, dusty, untidy background, rear wheel appears flat, chain not clean, general clutter may hide scratches",7,3500,1400,900,"7  
7  
5  
dirty, dusty, untidy background, rear wheel appears flat, chain not clean, general clutter may hide scratches  
7  
3500  
1400  
900"
7916524306492,6888857337916,,"₪1,100",,מגדל העמק,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010396_20250423151251_large.jpg?v=1745410403,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010396_20250423151251_large.jpg?v=1745410403,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/קורקינט-שיואמי-16,,"קורקינט כמו חדש כמעט ולא היה בשימוש, מגיע עם צמיגים מקוריים של שיאומי, מטען מקורי, רצועת נשיאה, קדסה, תופסן לפלאפון.

לרציניים בלבד","{""מצב המוצר"": ""כמו חדש"", ""סוג קורקינט"": ""קורקינט רגיל"", ""מיועד עבור"": ""מבוגרים"", ""גלגלים"": ""2 גלגלים"", ""ישוב"": ""מגדל העמק"", ""קטגוריה"": ""קורקינטים חשמליים""}",9,8,9,minor wear on rear tire,10,1800,1300,950,"9  
8  
9  
minor wear on rear tire  
10  
1800  
1300  
950"
8008998944828,6919690518588,,"₪2,000",,יבנה,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010729_20250511195842_large.jpg?v=1746982871,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010729_20250511195842_large.jpg?v=1746982871,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/אופני-שטח-scott-26-שיכוך-מלא,,"שמורים, מטופלים, לא נסעו הרבה.","{""מצב המוצר"": ""משומש"", ""ישוב"": ""יבנה"", ""קטגוריה"": ""אופניים (לא חשמלי)""}",7,8,7,"mud on frame and tires, scratched crank, possible wear on handlebar grips",8,4000,2200,1400,"7  
8  
7  
mud on frame and tires, scratched crank, possible wear on handlebar grips  
8  
4000  
2200  
1400"
7938165080124,7037652729916,,"₪1,850","₪1,950",מגדל העמק,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010180_20250506083614_large.jpg?v=1746509827,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010180_20250506083614_large.jpg?v=1746509827,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/אופניים-gca10772c,,אופניים מצוינות לא בשבת מידה 26 שילדה M חברת סקוט,"{""מצב המוצר"": ""משומש"", ""סוג אופניים"": ""אופני הרים/שטח"", ""יצרן"": ""SCOTT - סקוט"", ""מיועד עבור"": ""יוניסקס"", ""ישוב"": ""מגדל העמק"", ""קטגוריה"": ""אופניים (לא חשמלי)""}",6,7,6,"dirty frame, worn tires, mismatched accessories, potential scratches on frame, saddle angle looks off",8,3500-4000,1800,1200,"6  
7  
6  
dirty frame, worn tires, mismatched accessories, potential scratches on frame, saddle angle looks off  
8  
3500-4000  
1800  
1200"
7974673449020,7396617453628,,"₪1,200",,יבנה,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010044_20250511200351_large.jpg?v=1746983059,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010044_20250511200351_large.jpg?v=1746983059,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/קורקינט-שיאומי-mi3,,"קורקינט שמור מצב מצויין מגיע עם קסדה מהיותר פופולריות היום בשוק, מגיע גם עם מנעול פלסטיק שמורכב על הקורקינט","{""מצב המוצר"": ""משומש"", ""מתקפל"": ""כן"", ""יצרן"": ""Xiaomi - שיאומי"", ""ייעוד המוצר"": ""רגיל"", ""סוג כלי"": ""קורקינט"", ""ישוב"": ""יבנה"", ""קטגוריה"": ""קורקינטים חשמליים""}",8,8,8,"minor wear on fender, some dust, otherwise clean",10,"2,200","1,350",900,"8  
8  
8  
minor wear on fender, some dust, otherwise clean  
10  
2,200  
1,350  
900"
7942146424892,7342907326524,,"₪1,900",,כפר סבא,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010145_20250227084955_large.jpg?v=1743157895,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010145_20250227084955_large.jpg?v=1743157895,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/אופני-הרים-raleigh-דגם-3900,,"אופני Raleigh, דגם 3900, צמיגים 29"", בלמי דיסק (אחורי וקידמי) ומשכך זעזועים קידמי. נקנו לפני כשנתיים לצורך נסיעה לעבודה. לא ממש היו בשימוש. שמורות מאוד ומטופלות. ממש כמו חדשות. גמיש במחיר לרציניים המגיעים לקחת.","{""מצב המוצר"": ""כמו חדש"", ""יצרן"": ""Raleigh"", ""סוג אופניים"": ""אופני הרים/שטח"", ""מתקפל"": ""לא"", ""מיועד עבור"": ""יוניסקס"", ""וינטג'"": ""לא"", ""קוטר גלגל"": ""29''"", ""ישוב"": ""כפר סבא"", ""קטגוריה"": ""אופניים (לא חשמלי)""}",8,7,6,no visible issues,9,3200,1500,900,"8  
7  
6  
no visible issues  
9  
3200  
1500  
900"
7961707905084,6648762302524,,"₪1,500",,קרית אתא,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_5pa_010008_20250319083241_large.jpg?v=1742378116,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_5pa_010008_20250319083241_large.jpg?v=1742378116,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/אופני-הרים-968,,אופני הרים של חברת ראליי הבריטית עם 24 הילוכים וקסדת אופניים נמכר כי לא נמצא בשימוש,"{""מצב המוצר"": ""כמו חדש"", ""יצרן"": ""Raleigh"", ""סוג אופניים"": ""אופני הרים/שטח"", ""מתקפל"": ""לא"", ""מיועד עבור"": ""יוניסקס"", ""מערכת מתלים"": ""זנב קשיח"", ""וינטג'"": ""לא"", ""ישוב"": ""קרית אתא"", ""קטגוריה"": ""אופניים (לא חשמלי)""}",8,7,7,"minor scratches, saddle slightly worn",10,2400,1200,750,"8  
7  
7  
minor scratches, saddle slightly worn  
10  
2400  
1200  
750"
7908666212412,6869893414972,,"₪1,900","₪2,200",גבעתיים,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010825_20250411163957_large.jpg?v=1744378839,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010825_20250411163957_large.jpg?v=1744378839,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/קורקינט-חשמלי-ג-אגר,,"תיק קדמי
נישא לנייד
מצב חדש לא נסע כמעט בכלל
בטרייה במצב חדש לגמרי
כל הקודם זוכה.","{""מצב המוצר"": ""כמו חדש"", ""מיועד עבור"": ""מבוגרים"", ""סוג כלי"": ""קורקינט"", ""ישוב"": ""גבעתיים"", ""קטגוריה"": ""קורקינטים חשמליים""}",8,7,8,"minor dirt, no visible damage",10,3500,1700,1100,"8  
7  
8  
minor dirt, no visible damage  
10  
3500  
1700  
1100"
7801369395260,6646933717052,,"₪1,500",,אשדוד,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010326_20250428212926_large.jpg?v=1745865030,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010326_20250428212926_large.jpg?v=1745865030,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/קורקינט-חשמלי-זירו-zero-10,,עובד מצב טוב. מחיר סופי לא יורד שקל(כל פניה בנושא זה לא תענה בעין יפה)!!!!!!!!!!!!!!!!!! נוסע37 יש עדיין אחריות עד סוף אוגוסט. יש קבלת רכישה. לא להתקשר סתם תרשמו בגוגל את הדגם ותקראו. איסוף אשדוד בלבד!,"{""מצב המוצר"": ""משומש"", ""סוג כלי"": ""קורקינט"", ""ישוב"": ""אשדוד"", ""קטגוריה"": ""קורקינטים חשמליים""}",7,8,7,"minor scratches, dirty, appears used",10,3200,1800,1000,"7  
8  
7  
minor scratches, dirty, appears used  
10  
3200  
1800  
1000"
7925628993596,6670338523196,,"₪1,200",,דאלית אל כרמל,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010755_20250212191856_large.jpg?v=1739381005,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010755_20250212191856_large.jpg?v=1739381005,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/אופניים-g64b3a694,,"אופני הרים TOTEM - כמעט חדשים!

למכירה אופני הרים TOTEM במצב מצוין, כמעט חדשים!
1. שלדת אלומיניום קלה ועמידה
 מערכת הילוכים חלקה עם 7 הילוכים מאחורה ומקדימה יש 3 הילוכים
2. קפיץ קדמי 
3. צמיגי שטח קשיחים
האופניים נקנו לפני זמן וכמעט לא נעשה בהם שימוש , אפילו לא עלו לשטח.
רוצה למכור בגלל חוסר שימוש, קנינו אותו ב 1700 ואני רוצה למכור אותו ב 1200 גמיש במחיר רק לרציניים!!","{""מצב המוצר"": ""כמו חדש"", ""סוג אופניים"": ""אופני הרים/שטח"", ""יצרן"": ""Trek - טרק"", ""מיועד עבור"": ""ילדים"", ""ישוב"": ""דאלית אל כרמל"", ""קטגוריה"": ""אופניים (לא חשמלי)""}",8,7,8,"minor scratches, slightly worn tires",9,1700,1100,800,"8  
7  
8  
minor scratches, slightly worn tires  
9  
1700  
1100  
800"
7911260323900,6683293122620,,"₪2,000","₪2,600",כפר סבא,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010666_20250124004757_large.jpg?v=1737672510,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010666_20250124004757_large.jpg?v=1737672510,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/אופניים-חשמליים-4389,,"אופני ג'אגר stadt במצב מצויין +סוללה + מנעול קרימפטון + מטען רק לקחת לנסוע .המחיר כולל גם אופניים גם סוללה גם מנעול וגם מטען. אופניים חשמליים, יצרן: Jager.","{""מצב המוצר"": ""כמו חדש"", ""סוג אופניים"": ""חשמליים ג'אגר"", ""עוצמת סוללה"": ""36v-50v"", ""מתקפל"": ""לא"", ""יצרן"": ""Jager - ג'אגר"", ""ישוב"": ""כפר סבא"", ""קטגוריה"": ""אופניים חשמליים""}",8,6,7,"minor scratches, worn seat, dirty frame",9,3500,1800,1200,"8  
6  
7  
minor scratches, worn seat, dirty frame  
9  
3500  
1800  
1200"
7895810113596,6858035068988,,"₪1,100","₪1,600",נשר,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010330_20250504125052_large.jpg?v=1746352263,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010330_20250504125052_large.jpg?v=1746352263,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/אופניים-חשמליים-עם-2-בטריות-2,,"אופניים חשמליים במצב מצויין, היו בשימוש למשלוחים באיזור המרכז, מגיעות עם בטריה 1 ומטען 1","{""מצב המוצר"": ""כמו חדש"", ""יצרן"": ""Stark"", ""עוצמת סוללה"": ""36v-50v"", ""סוג אופניים"": ""אופני עיר"", ""עוצמת מנוע"": ""250w-500w"", ""מתקפל"": ""כן"", ""ישוב"": ""נשר"", ""קטגוריה"": ""אופניים חשמליים""}",6,7,5,"delivery box, potential delivery wear, hard to see details, possible scratches",6,3500,1400,900,"6  
7  
5  
delivery box, potential delivery wear, hard to see details, possible scratches  
6  
3500  
1400  
900"
7429502304316,6668677120060,,"₪1,000",,להבים,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_1_01031_20231126184550_b119c2fa-a409-4346-b0f1-8fea283fa0f4_large.jpg?v=1717761764,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_1_01031_20231126184550_b119c2fa-a409-4346-b0f1-8fea283fa0f4_large.jpg?v=1717761764,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/נגרר-חדש,,"עגלת משא גדולה.כושר טעינה: 50 ק""ג. שילדה: פלדה. צמיג: INNOVA 20*4 FAT. משקל כולל: 16.5 ק""ג. מתחבר בשחרור מהיר לציר האחורי (עם ציר שחרור מהיר ארוך). 76 *47גודל ארגז . גובה הארגז 25 ס""מ. נקנה ב 2300 ש' השנה. מתאים במיוחד לאופני גלגלי 20 עם שחרור מהיר לגלגל. אפשר לאלתר את החיבור לציר רגיל. מחיר ירד ל 1000 כי ציר השחרור המהיר נשבר(מחירו 200-250 ש'). המחיר הוא 1000 עד ל5.6.24. 1200 אח""כ.ווטסאפ בלבד. אחר.","{""מצב המוצר"": ""כמו חדש"", ""ישוב"": ""להבים"", ""קטגוריה"": ""אופניים (לא חשמלי)""}",6,6,3,"blurry photo, hard to assess condition, clutter in the cargo box, possible scratches",7,2300,1400,750,"6  
6  
3  
blurry photo, hard to assess condition, clutter in the cargo box, possible scratches  
7  
2300  
1400  
750"
7996283748412,6963710558268,,"₪1,200",,יבנה,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010711_20250429115851_large.jpg?v=1745917152,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010711_20250429115851_large.jpg?v=1745917152,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/קורקינט-חשמלי-4366,,"למכירה קורקינט חשמלי פתרון נייד ואייכותי להתנייד בעיר
איסוף מיבנה
כמו חדש","{""מצב המוצר"": ""כמו חדש"", ""עוצמת סוללה"": ""25"", ""יצרן"": ""Okai"", ""מתקפל"": ""כן"", ""ייעוד המוצר"": ""רגיל"", ""סוג כלי"": ""קורקינט"", ""ישוב"": ""יבנה"", ""קטגוריה"": ""קורקינטים חשמליים""}",8,7,7,"no major issues, missing kickstand, possible handlebar tilt",8,2200,1300,900,"8  
7  
7  
no major issues, missing kickstand, possible handlebar tilt  
8  
2200  
1300  
900"
7434774020156,6668841844796,,"₪1,899","₪2,199",טירת כרמל,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010615_20240930074239_large.jpg?v=1727671368,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010615_20240930074239_large.jpg?v=1727671368,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/אופני-הרים-בגודל-29-זנב-קשיח,,"אופני הרים זנב קשיח VIVIO מידה 29 אינץ
שילדת אלומיניום, בולם זעזועים קדמי  21 הילוכים


ירידת מחיר - אופני הרים בגודל 29 , זנב קשיח , בולמים , רגלית , חדשים לחלוטין , טרם רכבו עליהם , בהזדמנות , למביני עניין .... 

אופני הרים זנב קשיח VIVIO מידה 29 אינץ
שילדת אלומיניום, בולם זעזועים קדמי  21 הילוכים","{""מצב המוצר"": ""חדש באריזה"", ""ישוב"": ""טירת כרמל"", ""קטגוריה"": ""אופניים (לא חשמלי)""}",10,6,8,"protective wraps still on frame, no visible issues",10,2700,1400,900,"10  
6  
8  
protective wraps still on frame, no visible issues  
10  
2700  
1400  
900"
7870693474364,7074854666300,,"₪1,999","₪2,399",טירת כרמל,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_1pa_010662_20241208213516_large.jpg?v=1733686533,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_1pa_010662_20241208213516_large.jpg?v=1733686533,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/אופני-הרים-iron-horse,,"אופני הרים מקצועיות במצב מצויין מחברת 
Iron Horse , למבינים בלבד .","{""מצב המוצר"": ""כמו חדש"", ""יצרן"": ""Iron Horse"", ""סוג אופניים"": ""אופני הרים/שטח"", ""קוטר גלגל"": ""26''"", ""ישוב"": ""טירת כרמל"", ""קטגוריה"": ""אופניים (לא חשמלי)""}",6,4,4,"rust on the chain, worn tires, missing front wheel quick release lever, dirty frame, no pedals",7,3500,1000,600,"6  
4  
4  
rust on the chain, worn tires, missing front wheel quick release lever, dirty frame, no pedals  
7  
3500  
1000  
600"
7996183183420,6647726407740,,"₪1,500","₪2,000",פתח תקווה,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010642_20250428101006_large.jpg?v=1746980153,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010642_20250428101006_large.jpg?v=1746980153,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/אופנים-622,,במצב חדש היה בשימוש לאדם מבוגר כמה פעמים בקושי נסע.מטען חדש.ברקסים דיסקיות חדש.לבוא לקחת,"{""מצב המוצר"": ""כמו חדש"", ""סוג אופניים"": ""אופני כביש"", ""ישוב"": ""פתח תקווה"", ""קטגוריה"": ""אופניים חשמליים""}",0,0,0,"no bike photo, no details visible",0,0,0,0,"0  
0  
0  
no bike photo, no details visible  
0  
0  
0  
0"
7866630996028,6646755819580,,"₪2,000","₪2,200",בית חרות,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_2pa_010572_20241202105446_large.jpg?v=1742935586,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_2pa_010572_20241202105446_large.jpg?v=1742935586,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/אופניים-gdd6cd3a5,,"טרק מדון Trek Madone sl 5.5.
שיפטרים אולטגרה. ברקסים דוראייס.","{""מצב המוצר"": ""משומש"", ""גודל"": ""L"", ""יצרן"": ""Trek - טרק"", ""ישוב"": ""בית חרות"", ""קטגוריה"": ""אופניים (לא חשמלי)""}",6,7,8,"minor scratches on frame, bar tape worn, dust/dirt, signs of age on components",9,"8,000","3,000","1,500","6  
7  
8  
minor scratches on frame, bar tape worn, dust/dirt, signs of age on components  
9  
8,000  
3,000  
1,500"
7955540639804,6668612894780,,"₪1,000",,פתח תקווה,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010684_20250313122330_large.jpg?v=1741861421,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010684_20250313122330_large.jpg?v=1741861421,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/אופני-הרים-זנב-קשיח-33,,"אופני הרים זנב קשיח 26"" MERIDA MATTS 15V , 
אופני הרים זנב קשיח לחובבנים.
24 הילוכים, גלגלי 26"" ,בולם קדמי 100מ""מ מהלך, 
בלמי חישוק, חישוקי תקרה כפולה.
נקנה בחנות של ""רוזן ומינץ"" 1869 ש""ח 
אני מוכר ב-1000 ש''ח צריך קצת תיקונים והשקעה קטנה...","{""מצב המוצר"": ""נדרש תיקון"", ""סוג אופניים"": ""אופני הרים/שטח"", ""מיועד עבור"": ""יוניסקס"", ""ישוב"": ""פתח תקווה"", ""קטגוריה"": ""אופניים (לא חשמלי)""}",8,6,9,"no visible damage, but photo may be a catalog picture, possible mismatched saddle",3,1800,1100,700,"8  
6  
9  
no visible damage, but photo may be a catalog picture, possible mismatched saddle  
3  
1800  
1100  
700"
8008969093180,7083057676348,,"₪1,150",,מודיעין מכבים רעות,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010439_20250511183738_large.jpg?v=1746978232,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010439_20250511183738_large.jpg?v=1746978232,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/קורקינט-חשמלי-4569,,"Rider a6 pro
כלי באמת מצויין ברמה גבוהה נסע רק 100 קילומטר.
מחזיק חזק מאוד ונוסע נסיעה מהירה לפי החוק(ניתן לפתוח ואז הוא יסע מהר יותר).
מגיע עם מטען מקורי מצב באמת חדש ישב רוב הזמן בבית ללא שימוש.
נקנה לפני פחות מחודש
גמיש לרציניים בלבד.
חדש עולה 1700","{""מצב המוצר"": ""כמו חדש"", ""יצרן"": ""Rider"", ""עוצמת סוללה"": ""36v"", ""מתקפל"": ""כן"", ""ייעוד המוצר"": ""רגיל"", ""סוג כלי"": ""קורקינט"", ""ישוב"": ""מודיעין מכבים רעות"", ""קטגוריה"": ""קורקינטים חשמליים""}",9,8,9,no visible issues,10,1700,1350,950,"9  
8  
9  
no visible issues  
10  
1700  
1350  
950"
8006382682172,6909728260156,,"₪2,000",,נתניה,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010831_20250508161059_large.jpg?v=1746710835,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010831_20250508161059_large.jpg?v=1746710835,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/אופניים-חשמליים-5918,,אופניים במצב מעולה שמורות במיוחד מגיע עם פנס מובנה אין צורך בטיפולים הכל תקין ברקסים תקינים מוכר עקב חוסר שימוש במוצר מיקום נתניה,"{""מצב המוצר"": ""משומש"", ""עוצמת סוללה"": ""36v-50v"", ""סוג אופניים"": ""אופני שטח"", ""עוצמת מנוע"": ""250w-500w"", ""מתקפל"": ""כן"", ""יצרן"": ""Stark - סטארק"", ""ישוב"": ""נתניה"", ""קטגוריה"": ""אופניים חשמליים""}",8,7,8,"minor scratches, dirty chain, slightly worn saddle",9,4000,2300,1500,"8  
7  
8  
minor scratches, dirty chain, slightly worn saddle  
9  
4000  
2300  
1500"
8001194459196,7422943232060,,"₪1,000",,נתניה,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010207_20250502125257_large.jpg?v=1746180772,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010207_20250502125257_large.jpg?v=1746180772,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/אופניים-חשמליים-5831,,אופניים חשמליים הכול עובד חסר רק בקר והאופניים כמו חדשות מחיר 1000,"{""מצב המוצר"": ""משומש"", ""עוצמת סוללה"": ""36v-50v"", ""סוג אופניים"": ""אופני כביש"", ""מתקפל"": ""כן"", ""יצרן"": ""Stark - סטארק"", ""ישוב"": ""נתניה"", ""קטגוריה"": ""אופניים חשמליים""}",6,6,7,"missing controller, possible wiring issues, small scratches, dirty",8,3500,1700,600,"6  
6  
7  
missing controller, possible wiring issues, small scratches, dirty  
8  
3500  
1700  
600"
8008638169148,6647100964924,,"₪1,500",,תל אביב יפו,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010842_20250511112848_large.jpg?v=1746952202,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010842_20250511112848_large.jpg?v=1746952202,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/קורקינט-חשמלי-4558,,מצב מעולה הכל תקין פיקס לא בשבת,"{""מצב המוצר"": ""כמו חדש"", ""יצרן"": ""Mii2"", ""עוצמת סוללה"": ""48v"", ""מתקפל"": ""כן"", ""ייעוד המוצר"": ""רגיל"", ""סוג כלי"": ""קורקינט"", ""ישוב"": ""תל אביב יפו"", ""קטגוריה"": ""קורקינטים חשמליים""}",6,4,4,"scratched deck, exposed wiring, faded paint, homemade/sticker-covered front, missing front light",4,2800,1200,700,"6  
4  
4  
scratched deck, exposed wiring, faded paint, homemade/sticker-covered front, missing front light  
4  
2800  
1200  
700"
8005594775612,6936303108156,,"₪1,100",,חיפה,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010012_20250507222523_large.jpg?v=1746645960,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_0pa_010012_20250507222523_large.jpg?v=1746645960,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/אופניים-g65ebccbb,,שהם ממש טובות וממש טובות לרכיבה ובני 14 יוכלו לרכב על זה,"{""מצב המוצר"": ""כמו חדש"", ""סוג אופניים"": ""אופני עיר"", ""מתקפל"": ""לא"", ""יצרן"": ""Merida - מרידה"", ""מיועד עבור"": ""ילדים"", ""מערכת מתלים"": ""זנב קשיח"", ""וינטג'"": ""לא"", ""קוטר גלגל"": ""28''"", ""ישוב"": ""חיפה"", ""קטגוריה"": ""אופניים (לא חשמלי)""}",,,,,,,,,"






"
7607101751356,6670540243004,,"₪1,200",,באר שבע,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_1_01450_20240118172712_b926cfb8-ab68-4db4-bd94-b8e196aec8b9_large.jpg?v=1717664207,https://cdn.shopify.com/s/files/1/0590/7860/6908/files/y2_1_01450_20240118172712_b926cfb8-ab68-4db4-bd94-b8e196aec8b9_large.jpg?v=1717664207,https://market.yad2.co.il/collections/אופניים-וקורקינטים/products/אופניים-חדשים-מידה-26,,"אופניים חדשים!!! שיכוך קידמי עם נעילת בולם. מידה 26. ברקס דיסק. 
הילוכים 3/7 . לא בשבת!!!. הרים זנב קשיח, יצרן: BH.","{""מצב המוצר"": ""חדש באריזה"", ""ישוב"": ""באר שבע"", ""קטגוריה"": ""אופניים (לא חשמלי)""}",9,7,8,"protective wrapping on frame, no visible damage",10,"2,000-2,500","1,400",900,"9  
7  
8  
protective wrapping on frame, no visible damage  
10  
2,000-2,500  
1,400  
900"
